review_text,review_rating,review_timestamp,clean_review
Sometimes gps does not lead me to correct location but traffic and all other info on this site is very reliable and a lifesaver!,4,16-07-2012 11:29,sometimes gps does not lead me to correct location but traffic and all other info on this site is very reliable and a lifesaver
Very usefull. I like it so much!,5,03-10-2012 10:34,very usefull i like it so much
"Works good, I think it's up to all of us to make it better. I like that.",5,18-11-2010 18:08,works good i think it s up to all of us to make it better i like that
great! love it,5,25-02-2012 23:13,great love it
Don't even care about othet GPS navigators. Please add an option to have less othet Wazers. Can't see the path,5,20-05-2012 08:21,don t even care about othet gps navigators please add an option to have less othet wazers can t see the path
"I absolutely love waze. It's accurate and reliable most of the time. Best of all, it's free! I've used garmin navigation before but this is by far more superior. Occasional hiccups with routing, but it does learn fast.",5,01-11-2012 09:21,i absolutely love waze it s accurate and reliable most of the time best of all it s free i ve used garmin navigation before but this is by far more superior occasional hiccups with routing but it does learn fast
So far works pretty good.,4,20-11-2012 06:19,so far works pretty good
Great apparently,5,14-08-2012 15:52,great apparently
"Sometimes it crashes, but I love what it does! Can't wait till they get the kinks out of it!",4,17-11-2012 03:25,sometimes it crashes but i love what it does can t wait till they get the kinks out of it
I had used this on my ipad for a while but the size of the device wasnt practical for my car. I had a Windows Phone at the time and Waze wasnt available for it so i had to download it as soon as i got my new phone! Social driving? Why not,5,28-08-2012 07:52,i had used this on my ipad for a while but the size of the device wasnt practical for my car i had a windows phone at the time and waze wasnt available for it so i had to download it as soon as i got my new phone social driving why not
Good for avoiding traffic and popo,4,11-08-2012 20:00,good for avoiding traffic and popo
The DC metro area has some of the worst traffic in the country. Waze helps me avoid major traffic delays and saves me HOURS on my commute!,5,15-08-2011 19:46,the dc metro area has some of the worst traffic in the country waze helps me avoid major traffic delays and saves me hours on my commute
"Last few updates have caused many issues with route calculation, repeating voice prompts, never learning frequently travelled routes. Also shows detours even when on a perfectly straight highway. This is now totally useless. I have been a user for more than 6 months and i am at 65 in the top 100 users on the scoreboard. Sorry but you really destroyed a good app.",1,17-08-2012 05:13,last few updates have caused many issues with route calculation repeating voice prompts never learning frequently travelled routes also shows detours even when on a perfectly straight highway this is now totally useless i have been a user for more than 6 months and i am at 65 in the top 100 users on the scoreboard sorry but you really destroyed a good app
Poor reception,3,06-08-2012 22:02,poor reception
I would give 5 stars if the servers weren't always offline or in maintenance...,3,26-07-2012 20:17,i would give 5 stars if the servers weren t always offline or in maintenance
"Muy buena aplicaciÃ³n, estÃ¡ acertada con la direcciÃ³n de las vÃ­as",5,27-10-2012 03:30,muy buena aplicaci n est acertada con la direcci n de las v as
It would be great if its able to sync with google maps then it can take off from there... start with up to date maps and just add as we go.. LG Ally,3,29-10-2010 23:52,it would be great if its able to sync with google maps then it can take off from there start with up to date maps and just add as we go lg ally
It's a great tool but I found it can't route me away from traffic jams. And the average speed show on map are often too optimistic than actual traffic speed.,4,11-07-2012 14:24,it s a great tool but i found it can t route me away from traffic jams and the average speed show on map are often too optimistic than actual traffic speed
Simply perfect!,5,20-07-2012 08:20,simply perfect
Would give 5 stars but gps navigation off got lost twice. Fic that and 5'ss all day every thing else perfect!,4,15-08-2011 17:57,would give 5 stars but gps navigation off got lost twice fic that and 5 ss all day every thing else perfect
Free turn by turn navigation with real time traffic.,5,13-10-2011 20:08,free turn by turn navigation with real time traffic
Fun and interesting,4,26-05-2012 10:48,fun and interesting
Great app! Gives lots of great information.,5,29-05-2012 21:59,great app gives lots of great information
"I highly recommend trying it, works better than my stock GPS navigation app. Droid 4",5,08-09-2012 23:10,i highly recommend trying it works better than my stock gps navigation app droid 4
I like it Especially when im driving,5,09-08-2012 13:30,i like it especially when im driving
I always use this application and it's work perfect!,5,06-09-2012 11:19,i always use this application and it s work perfect
I use this everyday.,5,21-06-2012 04:33,i use this everyday
Why pay for navigation when there is Waze.,5,21-08-2012 12:43,why pay for navigation when there is waze
Sometimes get stuck otherwise would have been 5 stars,4,06-11-2012 22:22,sometimes get stuck otherwise would have been 5 stars
"Simple,  looks good and works great",5,20-02-2012 15:56,simple looks good and works great
"Best navigation app i have come across, kudos to waze developers.",5,23-05-2012 17:17,best navigation app i have come across kudos to waze developers
Really good app. Needs more people where I live and the maps are sometime incorrect but its getting better,5,06-08-2011 16:31,really good app needs more people where i live and the maps are sometime incorrect but its getting better
good for watching out for popo,4,09-10-2012 14:08,good for watching out for popo
"Excellent software, wish there were more users in my area though...",5,05-11-2012 09:00,excellent software wish there were more users in my area though
"Excellent app with nice interface, low data usage, definitely helping me in terms of skipping traffic.",5,03-07-2012 10:40,excellent app with nice interface low data usage definitely helping me in terms of skipping traffic
Great app for navigating busy streets.,5,21-07-2012 13:26,great app for navigating busy streets
Great app you get real time updates from other drivers,5,15-02-2012 12:44,great app you get real time updates from other drivers
Excellent for traffic updates to and from work on your daily commute...however i wouldn't trust it for directions. It steered me wrong more than once,5,25-05-2012 23:44,excellent for traffic updates to and from work on your daily commute however i wouldn t trust it for directions it steered me wrong more than once
Its profound,5,15-07-2012 14:01,its profound
a nice apps,5,20-05-2012 02:48,a nice apps
I like it better than the other GPS apps I've tried so far.,4,21-06-2012 02:09,i like it better than the other gps apps i ve tried so far
The best navigation app of all times!!!!,5,18-05-2012 23:34,the best navigation app of all times
Great app for avoiding police,5,18-02-2012 12:50,great app for avoiding police
"Nice idea, but the implementation is awful...",1,03-09-2010 16:37,nice idea but the implementation is awful
Excellent. Well done job,5,22-10-2011 19:40,excellent well done job
il faut juste plus d'utilisateurs...,4,15-02-2012 18:13,il faut juste plus d utilisateurs
Started saving me time and gas right from the start!   Missing the possibility to organize Favorites and to add favorites via web.   Route history would also be a very welcome update.,4,25-09-2012 14:31,started saving me time and gas right from the start missing the possibility to organize favorites and to add favorites via web route history would also be a very welcome update
Keep the games you obviously can't navigate yourself while driving. That's why you need a copilot,5,07-11-2010 18:38,keep the games you obviously can t navigate yourself while driving that s why you need a copilot
A Must for LA!,5,03-10-2011 20:27,a must for la
Stick to this one :),5,05-06-2012 11:08,stick to this one
What's going on??? Best nav app but where did the map go after a few uses?! Fix please,3,19-09-2012 23:15,what s going on best nav app but where did the map go after a few uses fix please
Excellent Free GPS,5,08-04-2012 02:24,excellent free gps
I found out about this app when my friend in Israel mentioned it to me. When I got back home I down loaded it and I love it!,5,29-09-2012 13:41,i found out about this app when my friend in israel mentioned it to me when i got back home i down loaded it and i love it
it works great but sometimes maps are outdated. can't seem to use door numbers... I still recommend it..!,4,05-05-2012 12:15,it works great but sometimes maps are outdated can t seem to use door numbers i still recommend it
Had to uninstall and reinstall. Now works great.,5,22-07-2011 19:04,had to uninstall and reinstall now works great
TÃ¶Ã¶tab ilusti,5,06-11-2012 08:02,t tab ilusti
Like everyone else love the interaction and how fun my commute is now.,5,24-05-2012 22:59,like everyone else love the interaction and how fun my commute is now
This app is pretty wicked app. Great gps keeps on track with no problems and keeps me in the loop with traffic.,5,20-10-2011 13:27,this app is pretty wicked app great gps keeps on track with no problems and keeps me in the loop with traffic
Excellent small bugs on HTC sensation but reporting as they develop. Well worth downloading join Mad Drivers Group,5,21-06-2012 23:37,excellent small bugs on htc sensation but reporting as they develop well worth downloading join mad drivers group
"Moving the opposite way in driver safety but love it. Closest thing to a radar detector you can get in va, unless you find the trap first that is...",5,28-10-2010 18:49,moving the opposite way in driver safety but love it closest thing to a radar detector you can get in va unless you find the trap first that is
"Like the program much, cool people and helpfull options",0,09-02-2011 12:02,like the program much cool people and helpfull options
I've tried this on both the iPhone and my s3 and I have to say that as a tool for navigation this is pretty hopeless. Searching for addresses returns the stupidest results. I've stopped using this,1,05-08-2012 21:01,i ve tried this on both the iphone and my s3 and i have to say that as a tool for navigation this is pretty hopeless searching for addresses returns the stupidest results i ve stopped using this
I love how the commute to work and school,5,01-07-2012 02:51,i love how the commute to work and school
I have been using this app for a while now. I love the fact that is is a lot simpler than others. I recently realized that if the app is installed on my SD card that the widget included is not accessible. My only major wish would be making the widget so that it does not automatically change from work to home during the designated times. I would like to customize it myself.,4,30-07-2012 06:55,i have been using this app for a while now i love the fact that is is a lot simpler than others i recently realized that if the app is installed on my sd card that the widget included is not accessible my only major wish would be making the widget so that it does not automatically change from work to home during the designated times i would like to customize it myself
good interface...  love it,5,02-10-2011 21:32,good interface love it
Recommended to use in Malaysia :-),5,16-11-2012 14:04,recommended to use in malaysia
"Excellent app, I just wish the splash screen supported landscape orientation.",5,10-11-2012 16:32,excellent app i just wish the splash screen supported landscape orientation
Just started to work had to delete and reinstall 3 times so far so good,3,11-07-2012 11:19,just started to work had to delete and reinstall 3 times so far so good
I started my journey into GPS navigation with waze. I liked it. There are some issues. There should be provision to set any current location as home.,4,20-12-2011 05:25,i started my journey into gps navigation with waze i liked it there are some issues there should be provision to set any current location as home
"Some superb functionalities.  Remove seeing other ""Wazers"" s since it of very distracting.",5,02-11-2012 19:42,some superb functionalities remove seeing other wazers s since it of very distracting
New version sucks on desire. Shuts down as you open it.,5,20-07-2011 07:55,new version sucks on desire shuts down as you open it
Great app but causes my S3 to heat up and drains battery more than expected.,4,14-09-2012 00:22,great app but causes my s3 to heat up and drains battery more than expected
Surely what I need,5,15-08-2012 05:19,surely what i need
Would have five stars but freezes every now and then.,4,29-10-2012 08:05,would have five stars but freezes every now and then
Crashes a *lot* on my Droid.  Other than that it's okay.,2,09-03-2012 23:25,crashes a lot on my droid other than that it s okay
"Sat nav with live traffic, great App",5,17-06-2012 08:00,sat nav with live traffic great app
A-maze-ing love the real time updates a must have app if u need gps and real time traffic updates constantly,5,08-08-2011 19:42,a maze ing love the real time updates a must have app if u need gps and real time traffic updates constantly
Best of the best. If I had one wish. It would only tell me what's on my rout I'm on at the time.,5,25-09-2012 09:43,best of the best if i had one wish it would only tell me what s on my rout i m on at the time
It loved sending you down side roads that make no sense at all.and I checked the box ' avoid excessive turns' otherwise the live updates are nice.,1,21-10-2011 09:45,it loved sending you down side roads that make no sense at all and i checked the box avoid excessive turns otherwise the live updates are nice
Ok for ppl who has too much time on their hands.,1,30-12-2010 21:36,ok for ppl who has too much time on their hands
feedback: it would be great if the speed radars could make a warning noise (optional),5,13-11-2012 19:29,feedback it would be great if the speed radars could make a warning noise optional
And its free too! What else can you ask?,5,26-02-2012 09:41,and its free too what else can you ask
Good free application. 2 main drawbacks: 1. Not finding the shortest route. 2. Huge mistakes in caculating expected times (probably related to above).,4,16-06-2011 04:43,good free application 2 main drawbacks 1 not finding the shortest route 2 huge mistakes in caculating expected times probably related to above
"this is basically not a bad little app. sometimes it's a little too cute but I can get past that.   What I  find completely unacceptable is that the app just popped up the page asking me to rate it.  In fact, I could not get my navigation screen back until I had come to the rating set up.  it did not seem to be any option to get around this requirement, at least none that I could see driving 65 miles an hour.The app needs to have some way to detect if the car is moving. I would have given it a 4 but not now",1,01-11-2012 21:40,this is basically not a bad little app sometimes it s a little too cute but i can get past that what i find completely unacceptable is that the app just popped up the page asking me to rate it in fact i could not get my navigation screen back until i had come to the rating set up it did not seem to be any option to get around this requirement at least none that i could see driving 65 miles an hour the app needs to have some way to detect if the car is moving i would have given it a 4 but not now
Great apps...help u out with info...,5,13-10-2012 15:43,great apps help u out with info
This is one of the best i'v used and I'm a truck driver. The best part is knowing where the cops and construction is at.,5,29-03-2012 14:58,this is one of the best i v used and i m a truck driver the best part is knowing where the cops and construction is at
Very simple but clever at the same time.,5,26-05-2012 06:44,very simple but clever at the same time
Getting better every day.,4,23-07-2011 16:36,getting better every day
Since it updated it crashes and can't find the gps. Essentially useless now.,1,04-11-2012 15:33,since it updated it crashes and can t find the gps essentially useless now
"Good attempt. However, it refused to take me the most direct route home, then just quit navigating. The voice sounds like he is going to vomit.",2,12-09-2009 22:57,good attempt however it refused to take me the most direct route home then just quit navigating the voice sounds like he is going to vomit
"On Waze I see about 9 out of 10 Cops, Card, and problems. However, u can't listen to your radio over the phone wait Waze is active.",4,21-06-2012 19:40,on waze i see about 9 out of 10 cops card and problems however u can t listen to your radio over the phone wait waze is active
Good but choppy,4,13-04-2012 03:07,good but choppy
Don't work on my touch 3g,1,17-11-2010 22:42,don t work on my touch 3g
Good tip,4,17-05-2012 00:23,good tip
Add the exits for the highways. Even just text,4,27-05-2012 06:26,add the exits for the highways even just text
One of the best apps created!,5,05-05-2012 08:41,one of the best apps created
I used to me happier with this product but now for some reason it when I set to navigate it starts me out across the river from my home...big time error!,3,05-09-2012 05:14,i used to me happier with this product but now for some reason it when i set to navigate it starts me out across the river from my home big time error
"the wording of the map is sucks, i cant even read the road name. im from malaysia. N ALWAYS SHOWS DAT NO GPS SIGNAL. Please fix it n wil worth 5 stars.",1,13-08-2012 13:57,the wording of the map is sucks i cant even read the road name im from malaysia n always shows dat no gps signal please fix it n wil worth 5 stars
Great app!  Alerts are accurate. Has saved me countless minutes of sitting in standstill traffic.,5,04-11-2012 17:06,great app alerts are accurate has saved me countless minutes of sitting in standstill traffic
It would be nice if you can see all reports that are on your route only.,4,16-10-2012 21:52,it would be nice if you can see all reports that are on your route only
#waze easy to use and overall great app for navigation.,5,29-05-2012 14:00,waze easy to use and overall great app for navigation
"This is my 1st review of an android app. This app made me to write a review. Works perfectly on my SGS2, Very interactive and accuracy is good. I love this app very much.",5,31-05-2012 05:04,this is my 1st review of an android app this app made me to write a review works perfectly on my sgs2 very interactive and accuracy is good i love this app very much
I felt in love and i see a proposal in the future.  Highly recommend Waze.  Works beautiful on my Droid Razr Maxx.,5,25-07-2012 13:42,i felt in love and i see a proposal in the future highly recommend waze works beautiful on my droid razr maxx
Great directions and fun too. Love the realtime traffic updates.,4,13-09-2011 02:45,great directions and fun too love the realtime traffic updates
Fun and cool app,4,15-07-2011 15:00,fun and cool app
Gud gud gud,3,26-07-2012 07:17,gud gud gud
"I like the idea that it can route me around obstacles posted by other users, and that seems to work well - BUT on a recent trip it took me through a bus-only route, and twice tried to make me go the wrong way down a one way street. For something like this you HAVE to get the basics right.",2,07-09-2012 07:07,i like the idea that it can route me around obstacles posted by other users and that seems to work well but on a recent trip it took me through a bus only route and twice tried to make me go the wrong way down a one way street for something like this you have to get the basics right
Works really well got us out of DC,5,10-07-2011 02:20,works really well got us out of dc
"As other reviews have said, the wording on the maps is unreadable on this phone.",1,28-09-2012 17:40,as other reviews have said the wording on the maps is unreadable on this phone
Next step - should introduce a blackbox camera feature to log driving and share address by Whatsapp instead of SMS,5,11-11-2012 13:02,next step should introduce a blackbox camera feature to log driving and share address by whatsapp instead of sms
Abosltly a mudt have app,5,26-07-2011 02:29,abosltly a mudt have app
"Before u commnt about the directions this app gives, look at the video on the website and get educated on how it works. Needs N,S,E,or W on fwy d",4,02-10-2009 06:07,before u commnt about the directions this app gives look at the video on the website and get educated on how it works needs n s e or w on fwy d
"User-friendly, faster, fun, and less likely to crash compared to big G. Navigation. Keep on improving.",4,29-10-2011 11:55,user friendly faster fun and less likely to crash compared to big g navigation keep on improving
"Its free and it beats all The paid ones I have tried, and live updates!",5,01-11-2011 02:32,its free and it beats all the paid ones i have tried and live updates
the only thing they can do to improve this is total voice control. highly recommended,5,29-09-2011 00:21,the only thing they can do to improve this is total voice control highly recommended
Fun addition to my speedometer app.,5,12-07-2012 21:30,fun addition to my speedometer app
"I love this app! Very accurate (Vancouver, Canada) and it doesn't feel heavily Ameri-centric in terms of navigation.  Gas stations are a different story... wish they had Canadian stations.  I like that they use multiple search engines for destination searches.",5,07-09-2012 04:15,i love this app very accurate vancouver canada and it doesn t feel heavily ameri centric in terms of navigation gas stations are a different story wish they had canadian stations i like that they use multiple search engines for destination searches
I just used it for the first time yesterday. It was an excellent navigator. The only down side was it instructed me to go through an alley and the street I needed was just before the alley.,4,26-04-2012 23:57,i just used it for the first time yesterday it was an excellent navigator the only down side was it instructed me to go through an alley and the street i needed was just before the alley
Easy to use and discovering excellent places along the way,5,09-11-2012 17:52,easy to use and discovering excellent places along the way
Really nice app navigation works well,5,12-01-2011 11:04,really nice app navigation works well
Its too good to be a Navigator.,5,19-07-2012 08:52,its too good to be a navigator
"Great App,keep on going ,more little roads and places !",4,05-06-2012 13:27,great app keep on going more little roads and places
Hands down  one of the best apps.,5,01-11-2012 23:50,hands down one of the best apps
Chews battery droid x...do not use unplugged,3,22-06-2011 11:24,chews battery droid x do not use unplugged
Love it. Its great,5,08-11-2010 18:38,love it its great
Caused my evo 4g to reboot endlessly.,1,22-03-2011 02:31,caused my evo 4g to reboot endlessly
Fun and very helpful in getting me to work on time,5,05-04-2012 18:13,fun and very helpful in getting me to work on time
Simply the best,5,27-02-2011 15:09,simply the best
Needs offline navigation,3,20-11-2012 17:41,needs offline navigation
Gets me where I want to go while pointing out hazards and police along the way. Lets me help others not get trapped in time sucking situations. I love it..ping my little car if you pass me!,4,15-11-2012 04:17,gets me where i want to go while pointing out hazards and police along the way lets me help others not get trapped in time sucking situations i love it ping my little car if you pass me
It.is very nice. Users friendly,5,09-11-2012 13:07,it is very nice users friendly
Easy and fun,4,22-10-2011 03:00,easy and fun
Very nice gps app... No complaints thus far,4,14-09-2012 16:15,very nice gps app no complaints thus far
Still improving but it relies heavily on interstates instead of state highways.,3,30-05-2011 13:15,still improving but it relies heavily on interstates instead of state highways
Very good aps. There was some crashes . Hope could be fixed . This is a best app through free ones and even more.,5,16-11-2012 05:05,very good aps there was some crashes hope could be fixed this is a best app through free ones and even more
"Good apps, works very well in galaxy tab 7 plus",4,15-04-2012 06:52,good apps works very well in galaxy tab 7 plus
"very very good for me ,  try it, it is the real thing",5,26-11-2011 14:46,very very good for me try it it is the real thing
The best traffic app I've ever tried!!,5,19-03-2012 19:52,the best traffic app i ve ever tried
Ll)9,5,28-06-2012 22:49,ll 9
It easily saves me thirty minutes a day on my commute.,5,12-07-2012 00:04,it easily saves me thirty minutes a day on my commute
this is the most amazing app I've ever seen as far as gps is concerned,5,14-11-2012 04:19,this is the most amazing app i ve ever seen as far as gps is concerned
Lotta lotta fun! Makes road trips interesting.,5,22-11-2012 00:55,lotta lotta fun makes road trips interesting
Work very well tell you everything  you need to know,5,18-08-2012 04:49,work very well tell you everything you need to know
"Android Contact addresses are not passing across OK. Space are translating as '%20'. Until fix, only manually copying address from address book.",5,21-01-2012 02:24,android contact addresses are not passing across ok space are translating as 20 until fix only manually copying address from address book
I like Waxed for really short trips but if you are driving cross country and you don't have your route memorized I don't suggest you use waze. Its a learning program so it will take you out of the way or get you lost in a big city.,3,08-07-2012 20:31,i like waxed for really short trips but if you are driving cross country and you don t have your route memorized i don t suggest you use waze its a learning program so it will take you out of the way or get you lost in a big city
First trip today using waze and it already saved me time.  Looking forged to using this to shorten my commute.,4,03-08-2012 01:38,first trip today using waze and it already saved me time looking forged to using this to shorten my commute
Need to find cheap gas for my truck which is a 4*4,5,21-07-2012 19:03,need to find cheap gas for my truck which is a 4 4
I use it evertime I'm in my car. Great for avoiding tickets. AAA+.....If we all used it hardly anyone would get a speeding ticket.,5,28-05-2012 13:40,i use it evertime i m in my car great for avoiding tickets aaa if we all used it hardly anyone would get a speeding ticket
Excellent!! It works very well on my sgs2.,5,17-09-2011 10:18,excellent it works very well on my sgs2
Wonderful! Has abilities that not many apps like this have.,4,19-06-2011 18:30,wonderful has abilities that not many apps like this have
"Much better than Google for finding fastest route, and forget about Trapster for finding cops.  And now find cheap gas!  Best app on my phone.",4,23-06-2012 12:09,much better than google for finding fastest route and forget about trapster for finding cops and now find cheap gas best app on my phone
The best application for android!!!,5,12-04-2012 18:43,the best application for android
Super accurate.,5,03-09-2012 20:40,super accurate
Love that our learns your routes.,4,19-02-2012 02:31,love that our learns your routes
...although it does shut down unexpectedly sometimes.  Love the user input!,4,26-01-2012 02:52,although it does shut down unexpectedly sometimes love the user input
"I have tried several nav programs. Waze is the most accurate, consistent, and easiest to use. And the user input info is marvelous.",5,02-11-2012 01:51,i have tried several nav programs waze is the most accurate consistent and easiest to use and the user input info is marvelous
Voice recognition better than on my Garmin Nuvi 3490!,5,20-07-2012 23:06,voice recognition better than on my garmin nuvi 3490
the best gps software in the world,5,01-07-2012 08:07,the best gps software in the world
Voice doesn't work anymore,3,26-10-2011 23:50,voice doesn t work anymore
"Why now I can't open waze, always say no network and gps. I already on all and other side can access just waze. What happend? please solve it,already a few week.",1,22-07-2012 14:21,why now i can t open waze always say no network and gps i already on all and other side can access just waze what happend please solve it already a few week
"This apps is awesome and wonderful^^ Just a minor suggestion, should improve the accuracy of the road exact location and all the categories. .thx",5,15-11-2012 16:47,this apps is awesome and wonderful just a minor suggestion should improve the accuracy of the road exact location and all the categories thx
"I use every day to get around. Helps me know what is down the road. You can ""Talk"" to people to see what Is causing a traffic jam.. But if the driver is texting and driving, how safe is that.",4,12-09-2012 19:17,i use every day to get around helps me know what is down the road you can talk to people to see what is causing a traffic jam but if the driver is texting and driving how safe is that
Really great app never had any problems with it,5,10-10-2010 15:53,really great app never had any problems with it
1 of the best free GPS in market.,4,13-05-2012 04:51,1 of the best free gps in market
Sometimes takes very strange toutes,3,21-08-2011 04:05,sometimes takes very strange toutes
The GPS position not that accurate. The good thing is i can know where got jam.. that really is good info for me to avoid track in traffic.,4,09-11-2012 09:49,the gps position not that accurate the good thing is i can know where got jam that really is good info for me to avoid track in traffic
Great the publisher listened!,5,24-02-2012 18:34,great the publisher listened
Is excellent,5,04-09-2012 15:05,is excellent
"I love this app. I use the navigation whenever I'm driving, even if I already know the way. If satnav is about 'how do I get there?', Waze is about 'which way should I go?'. It gets you thinking about the routes you take, and is often right.",5,16-07-2012 07:52,i love this app i use the navigation whenever i m driving even if i already know the way if satnav is about how do i get there waze is about which way should i go it gets you thinking about the routes you take and is often right
"Nothing to say, just amazing.",5,10-08-2012 19:49,nothing to say just amazing
Pretty neat. Works well,5,12-12-2010 15:54,pretty neat works well
Getting better by the updates. Just need some fixtures but great potential.,4,08-08-2009 20:47,getting better by the updates just need some fixtures but great potential
use it now,5,18-07-2012 08:46,use it now
"Easy, convenient, resourceful and fun",5,04-11-2012 23:31,easy convenient resourceful and fun
Buggy and unreliable on my Galaxy S. Can't use contacts for addresses.,3,14-11-2010 12:47,buggy and unreliable on my galaxy s can t use contacts for addresses
"This app is very fun.. Love the traffic, police, redlight, etc updates",5,24-08-2012 23:20,this app is very fun love the traffic police redlight etc updates
"Really good free app really good sat nav. although I only tested it today I was quite impressed. One major urgent improvement would  be to include a sounded beep warning alert for speed  cameras, red light cameras.",3,13-03-2012 12:18,really good free app really good sat nav although i only tested it today i was quite impressed one major urgent improvement would be to include a sounded beep warning alert for speed cameras red light cameras
I love it it's the best navigation  out there,5,11-07-2012 13:27,i love it it s the best navigation out there
Really good and fun too,4,05-08-2011 08:24,really good and fun too
Very useful. Probably the best traffic adviser navigator simply because of the technology. Recommended,5,03-02-2012 18:42,very useful probably the best traffic adviser navigator simply because of the technology recommended
My favorite navigation app.,5,30-10-2012 19:13,my favorite navigation app
Works well most of the  time,4,03-06-2012 13:53,works well most of the time
Just test drove it and compared it against TeleNav. Much better dealing with the horrible traffic in DC. I think it is awesome.,5,12-07-2012 11:56,just test drove it and compared it against telenav much better dealing with the horrible traffic in dc i think it is awesome
A lot of fun. Adds variety to hum drum drive,5,21-11-2011 18:18,a lot of fun adds variety to hum drum drive
Awesome gps and really fun to use keep it free,5,30-05-2012 19:13,awesome gps and really fun to use keep it free
"Seriously good, once you figure out how to use it ;)",4,22-11-2012 12:00,seriously good once you figure out how to use it
great apps! do what it says.. good work and keep updating :-),5,13-06-2011 22:43,great apps do what it says good work and keep updating
Funciona muy bien y la rcomiendo,5,08-01-2012 14:28,funciona muy bien y la rcomiendo
"A really useful app. One problem is when I have no signal and cannot report incidents, the other is that there is no way to show a route has cleared following a problem",4,14-11-2012 08:03,a really useful app one problem is when i have no signal and cannot report incidents the other is that there is no way to show a route has cleared following a problem
"Just great! Could use a few more features like speed limit, but for a free app I really can't complain!",5,04-09-2012 10:00,just great could use a few more features like speed limit but for a free app i really can t complain
Takes the guess work out of travel.,5,13-11-2012 02:28,takes the guess work out of travel
the best nav sw,5,09-08-2012 09:27,the best nav sw
The best app when you are on the go! !!!!!,5,17-03-2012 05:39,the best app when you are on the go
"Free with voice nav. Definitely a keeper, the more users it gets the better the nav.",4,24-10-2012 09:55,free with voice nav definitely a keeper the more users it gets the better the nav
Would have given 5 stars but the map has some problems and overall interface is sometimes difficult.,4,07-11-2012 11:42,would have given 5 stars but the map has some problems and overall interface is sometimes difficult
"many times the app is giving wrong directions..left instead of right. ..and vice versa...its very confusing...especially in Hyderabad, india.",3,11-07-2012 16:27,many times the app is giving wrong directions left instead of right and vice versa its very confusing especially in hyderabad india
Must have app (as long it supports your area)!,5,26-06-2012 13:39,must have app as long it supports your area
Aku baru nak try aplikasi ni jgn macam binatang sudah..mmg aku maki ckop2.,5,07-04-2012 07:58,aku baru nak try aplikasi ni jgn macam binatang sudah mmg aku maki ckop2
"No joke, I've gone thru my share, and IMO, this is the best app out there, not just in GPS's. It works like a charm, no probs, no glitches. I've used it traveling from coast to coast and back and again with minor hicups (reasonable) in routing. Outstanding app. Definitely recommend.",5,05-08-2012 11:51,no joke i ve gone thru my share and imo this is the best app out there not just in gps s it works like a charm no probs no glitches i ve used it traveling from coast to coast and back and again with minor hicups reasonable in routing outstanding app definitely recommend
This app has saved me money te and time again avoiding accidents and delays,5,31-10-2012 21:55,this app has saved me money te and time again avoiding accidents and delays
Very useful traffic info...,5,17-06-2012 18:44,very useful traffic info
Epic fail. Constantly errors and closes. Errors every time it opens. Server errors. Take your pick,1,04-05-2011 20:08,epic fail constantly errors and closes errors every time it opens server errors take your pick
"i think the application is great, thank you!",4,02-11-2012 23:45,i think the application is great thank you
Dnt know why manufactures are making Android Navigation App when they know that Google Map is Hotter than these. Tested both Waze and Sygic but Google Maps rocks with the street view navigation!,1,30-07-2012 00:10,dnt know why manufactures are making android navigation app when they know that google map is hotter than these tested both waze and sygic but google maps rocks with the street view navigation
Love it so far.,4,21-04-2010 06:35,love it so far
"I love it, iy.help me alot",5,07-07-2012 06:15,i love it iy help me alot
"Can you provide compass direction indicator on reports -accidents, traps, hazards.  Hard to know which items to view based on direction I'm going.",4,11-01-2012 23:02,can you provide compass direction indicator on reports accidents traps hazards hard to know which items to view based on direction i m going
My go to directions app.,5,06-04-2012 18:32,my go to directions app
"Buggy as hell. Turned my network connection off, GPS couldn't get a fix. N1, CM7.",1,27-05-2011 13:27,buggy as hell turned my network connection off gps couldn t get a fix n1 cm7
A much nicer map app =),5,31-05-2012 02:52,a much nicer map app
Just started using and enjoying it!!,5,19-09-2012 04:58,just started using and enjoying it
i love this app. works like a charm. simple as that. download now!!!,5,18-06-2012 14:12,i love this app works like a charm simple as that download now
"Waze is a cute concept, but installs a huge folder of images that are seen in the Android gallery. Once this is fixed I will come back.",3,03-08-2009 21:43,waze is a cute concept but installs a huge folder of images that are seen in the android gallery once this is fixed i will come back
"Good, applicable",4,08-05-2012 01:29,good applicable
Best replacement wher google nav not avail,4,29-09-2012 14:25,best replacement wher google nav not avail
No longer crashes on startup. Very promising,3,23-02-2012 14:02,no longer crashes on startup very promising
Waze is neat I like this community app!,4,11-10-2011 11:42,waze is neat i like this community app
"Last couple of updates, gps connection is poor, losing signal very often, taking a lot of time to establish connection to gps,  previous vertions were more stable",3,03-09-2012 00:11,last couple of updates gps connection is poor losing signal very often taking a lot of time to establish connection to gps previous vertions were more stable
"Uhm, are you trying to make us crash?! Deleted.",1,21-10-2010 19:04,uhm are you trying to make us crash deleted
Cool concept but slow.. integration with google maps would be nice,3,28-08-2010 10:55,cool concept but slow integration with google maps would be nice
Buena y pragmatica aplicacion.,5,14-10-2012 20:07,buena y pragmatica aplicacion
Good enough for me...,4,03-09-2012 17:56,good enough for me
Great app works well on HTC wildfire,5,01-07-2011 19:55,great app works well on htc wildfire
