review_text,review_rating,review_timestamp,clean_review
"App nya bagus, lengkap alamatnya gak perlu nulis ulang, mantap",5,2016-07-20T04:31:29.000Z,app nya bagus lengkap alamatnya gak perlu nulis ulang mantap
Grab Cars are safe and convenient.... Hi Five for Grab!,5,2016-05-06T09:04:59.000Z,grab cars are safe and convenient hi five for grab
After the latest update the location of the car is not visible any more! What happened???,3,2016-09-23T07:47:09.000Z,after the latest update the location of the car is not visible any more what happened
I should have stared using GrabTaxi long time ago,3,2015-06-15T10:39:55.000Z,i should have stared using grabtaxi long time ago
Easy with friendly driver. Great!,5,2015-05-25T05:40:57.000Z,easy with friendly driver great
"Its my 3rd ride...i am simply loving it. Hassle free, uber friendly, courteous and knowledgeable drivers",5,2014-10-16T09:01:29.000Z,its my 3rd ride i am simply loving it hassle free uber friendly courteous and knowledgeable drivers
Drivers service are all up to standard! KUDOS GRAB!,4,2016-06-26T14:12:07.000Z,drivers service are all up to standard kudos grab
"Love it. Easy, transparent",5,2016-08-28T07:46:13.000Z,love it easy transparent
A really helpful application...,5,2015-01-31T16:06:20.000Z,a really helpful application
Sangat membantu sekali... Thx,5,2016-08-12T15:06:12.000Z,sangat membantu sekali thx
"Better than calling taxi line, way better",5,2015-03-30T15:26:38.000Z,better than calling taxi line way better
Hang the phone with the new update!,1,2015-08-30T04:56:04.000Z,hang the phone with the new update
"Easy application, economic and helpful.  I recommend to use it.",5,2016-04-18T13:40:15.000Z,easy application economic and helpful i recommend to use it
Amazing work for me,5,2016-11-14T08:13:53.000Z,amazing work for me
Passive income,5,2016-10-13T11:35:53.000Z,passive income
It was nice and convinient.,5,2016-05-03T03:29:19.000Z,it was nice and convinient
"I made a review on an earlier version of the app suggesting the implementation of a grace period Cancel button for erroneous bookings as well as the improvement on adding Notes/Promo Codes when booking from Favorites. Glad to see all of these were addressed right in an update a few days later! Feedback well-handled and taken seriously. Thanks and kudos, team! ðŸ‘",5,2015-10-14T15:32:19.000Z,i made a review on an earlier version of the app suggesting the implementation of a grace period cancel button for erroneous bookings as well as the improvement on adding notes promo codes when booking from favorites glad to see all of these were addressed right in an update a few days later feedback well handled and taken seriously thanks and kudos team
"Keeps saying couldn't find driver for 'GrabHitch' and some others. Driver turned a big round although already reached. When payment by card, the driver typed in wrong amount.",1,2016-05-07T04:44:55.000Z,keeps saying couldn t find driver for grabhitch and some others driver turned a big round although already reached when payment by card the driver typed in wrong amount
Grab memanga mantab,5,2016-11-24T10:24:22.000Z,grab memanga mantab
good job more promo...,5,2015-08-22T07:45:03.000Z,good job more promo
I always pay with credit card but today It said I changed to pay by cash. What? The taxi call me to pay by cash bc i haven't pay it yet. I don't understand. The call center told me it was my fault what? Enaugh!! So I decide to delete this app.,1,2016-08-17T15:41:33.000Z,i always pay with credit card but today it said i changed to pay by cash what the taxi call me to pay by cash bc i haven t pay it yet i don t understand the call center told me it was my fault what enaugh so i decide to delete this app
"I like this new update. For the previous version, I had a few unintentional bookings that can't be cancelled once I have tapped the ""Book now"" icon. Bad thing is, once the driver confirms and he's just around the vicinity, the trip can't be cancelled anymore. It's nice that Grab now has this option to cancel the driver search within 5 seconds, so if you tapped the ""book"" icon accidentally, you can simply cancel it and the driver search won't push through. Also, you can now book in advance and pay via card.",5,2016-06-10T02:32:30.000Z,i like this new update for the previous version i had a few unintentional bookings that can t be cancelled once i have tapped the book now icon bad thing is once the driver confirms and he s just around the vicinity the trip can t be cancelled anymore it s nice that grab now has this option to cancel the driver search within 5 seconds so if you tapped the book icon accidentally you can simply cancel it and the driver search won t push through also you can now book in advance and pay via card
Sangat Membantu hadirnya layanan transportasi online,5,2016-11-05T15:35:59.000Z,sangat membantu hadirnya layanan transportasi online
It's one of the best taxi app. Very user friendly,5,2014-07-26T11:59:49.000Z,it s one of the best taxi app very user friendly
Simply the best,5,2015-04-19T22:50:18.000Z,simply the best
yea free ride,5,2016-12-07T02:15:14.000Z,yea free ride
Its really very user friendly,5,2016-07-06T23:59:31.000Z,its really very user friendly
I booked ITC Kuningan to Bintaro during the rain.  Unknowingly it hit me with 160k rupiah fee for a journey that cost much less (around 45k)!  The grabcar was too close to cancel the booking and truth is it wasn't too clear what the cost was.  Customer Services did nothing about it. Wish I took a taxi instead.,1,2016-01-31T20:50:42.000Z,i booked itc kuningan to bintaro during the rain unknowingly it hit me with 160k rupiah fee for a journey that cost much less around 45k the grabcar was too close to cancel the booking and truth is it wasn t too clear what the cost was customer services did nothing about it wish i took a taxi instead
Sangat berguna dan membantu sekali.Top,5,2016-08-25T05:53:38.000Z,sangat berguna dan membantu sekali top
"Just saw my e-reciept-are you really letting your drivers manipulate the system? Tinkered meter, know-it-all driver...sucks!",1,2015-12-17T06:38:41.000Z,just saw my e reciept are you really letting your drivers manipulate the system tinkered meter know it all driver sucks
Always helps me in time i need a rush ride! Hahaha..thanks!,5,2015-05-26T22:18:24.000Z,always helps me in time i need a rush ride hahaha thanks
Very informative,5,2015-08-25T00:06:52.000Z,very informative
Nice application really convenient and hassle free :),5,2015-06-08T10:48:13.000Z,nice application really convenient and hassle free
Go grab,5,2016-03-23T14:27:55.000Z,go grab
Got a Taxi in less than 5 minutes :) What a great app ever :),5,2015-04-09T09:42:43.000Z,got a taxi in less than 5 minutes what a great app ever
Very useful for a long trip !!!,5,2016-09-02T06:39:59.000Z,very useful for a long trip
"Cepat n simple, petanya juga up to date, lebih suka grab daripada app ojek lainnya..",5,2016-09-15T07:57:31.000Z,cepat n simple petanya juga up to date lebih suka grab daripada app ojek lainnya
"Grab taxi sangat nyaman, supirnya baik dan ramah, sangat puas pakai grab taxi!!",5,2015-06-03T10:48:23.000Z,grab taxi sangat nyaman supirnya baik dan ramah sangat puas pakai grab taxi
"Sangat membantu, ditunggu promo-promonya untuk pengguna",5,2016-08-26T00:57:21.000Z,sangat membantu ditunggu promo promonya untuk pengguna
ThÃ¢n thiá»‡,5,2016-05-08T08:56:20.000Z,th n thi
1 app across all operator just wat we need.,5,2014-08-18T01:48:20.000Z,1 app across all operator just wat we need
Friendly user app,5,2016-11-03T00:47:09.000Z,friendly user app
riding a cab in easy way,5,2014-12-25T12:20:12.000Z,riding a cab in easy way
Safety service,5,2016-10-04T23:22:25.000Z,safety service
Petunjuk dan penggunaan sangat mudah utk dimengerti,5,2016-04-05T01:09:57.000Z,petunjuk dan penggunaan sangat mudah utk dimengerti
Been fortunate so far to have had only good experiences. The no booking fee promo is a winner.,5,2016-11-01T22:52:55.000Z,been fortunate so far to have had only good experiences the no booking fee promo is a winner
Ongkos ojeg kalah,4,2015-06-07T15:27:27.000Z,ongkos ojeg kalah
Garb is easy for get....,5,2016-12-05T20:33:06.000Z,garb is easy for get
"Quick, cheap, friendly",5,2016-12-03T10:32:22.000Z,quick cheap friendly
Grab said has promo but when I wanna use it I've been wait too long to driver accept my order but when I didn't use promo the driver immediately accept. What's wrong with that?!,1,2016-04-28T01:45:26.000Z,grab said has promo but when i wanna use it i ve been wait too long to driver accept my order but when i didn t use promo the driver immediately accept what s wrong with that
"It would be very convenient if there's a built-in chatbox to easily connect to drivers, instead of clunky SMS and/or costly phone calls.",3,2016-05-15T17:02:44.000Z,it would be very convenient if there s a built in chatbox to easily connect to drivers instead of clunky sms and or costly phone calls
I know it is good to confirm if have existing booking but it is too slow. Sometimes I have server not available.,2,2014-07-12T04:51:38.000Z,i know it is good to confirm if have existing booking but it is too slow sometimes i have server not available
Does what it says it does,5,2015-05-17T04:52:41.000Z,does what it says it does
Why does grab need to manage my device phone casks,1,2016-11-29T12:24:42.000Z,why does grab need to manage my device phone casks
Versi baru jelek. Apabila order lewat history saya tidak bisa input kode promo. & metode pencarian jauh lebih bagus yang lama dengan melihat yang available disekitar kita tidak seperti versi baru cuma keluar tulisan bidding bidding.,1,2015-09-10T13:34:17.000Z,versi baru jelek apabila order lewat history saya tidak bisa input kode promo metode pencarian jauh lebih bagus yang lama dengan melihat yang available disekitar kita tidak seperti versi baru cuma keluar tulisan bidding bidding
I love Grab and its promos! very useful at times! more pls!,5,2016-08-22T02:23:03.000Z,i love grab and its promos very useful at times more pls
Ráº¥t tá»‘t. Ráº¥t tiá»‡n Ã­ch!,5,2015-03-24T10:52:56.000Z,r t t t r t ti n ch
5* for grab bike..3* for grab car,4,2016-05-25T09:36:27.000Z,5 for grab bike 3 for grab car
Must Have App,5,2016-04-26T08:57:43.000Z,must have app
It so much more fun to travel with grab! Awesome drivers,5,2016-10-10T13:37:05.000Z,it so much more fun to travel with grab awesome drivers
"Yes, I likes app.",5,2015-08-31T14:02:45.000Z,yes i likes app
Good mobile aplication,5,2016-11-09T03:44:33.000Z,good mobile aplication
"I love this app and service, you feel safe.",5,2015-09-22T04:26:48.000Z,i love this app and service you feel safe
Worth it. Gue jamin men,5,2016-05-27T17:31:47.000Z,worth it gue jamin men
Drivers are nice & their vehicles are comfortable,5,2016-10-25T23:10:26.000Z,drivers are nice their vehicles are comfortable
No more booking frustration,5,2015-02-04T14:01:04.000Z,no more booking frustration
Very helpful and much cheaper,5,2016-04-24T20:42:57.000Z,very helpful and much cheaper
Fast and convinient.,5,2016-02-28T12:40:30.000Z,fast and convinient
Very helpful and useful app... But sometimes it's hard to find a taxi when we need it in rush hour (esp.6-7pm) on friday plus if the weather is on heavy rain...,4,2015-04-11T09:17:59.000Z,very helpful and useful app but sometimes it s hard to find a taxi when we need it in rush hour esp 6 7pm on friday plus if the weather is on heavy rain
Love grab app. My first choice when need to book car. :),5,2016-05-11T15:44:51.000Z,love grab app my first choice when need to book car
Good but some driver confirm when they still have passenger,5,2014-08-17T14:25:17.000Z,good but some driver confirm when they still have passenger
"There are locations that can't be found when using the grab app. Waze and google map is able to find those addresses so hopefully grab can improve the maps that they are using. It makes it difficult for both the rider and the driver if the exact address, street name at minimum, is not searchable.",4,2016-02-02T09:18:11.000Z,there are locations that can t be found when using the grab app waze and google map is able to find those addresses so hopefully grab can improve the maps that they are using it makes it difficult for both the rider and the driver if the exact address street name at minimum is not searchable
"Easy, fast, and reasonable.",5,2016-03-22T17:10:04.000Z,easy fast and reasonable
"Good, but would be better if we are allowed to retrieve full history for accounting purposes.",4,2016-10-20T05:53:24.000Z,good but would be better if we are allowed to retrieve full history for accounting purposes
I dont know whats wrong but it cant see my exact location. I cant input my current area and my drop off point.,2,2014-11-27T14:28:37.000Z,i dont know whats wrong but it cant see my exact location i cant input my current area and my drop off point
Providing a great customer service.,5,2016-11-07T16:18:28.000Z,providing a great customer service
lokasi tujuan kurang akurat,3,2016-02-18T10:40:05.000Z,lokasi tujuan kurang akurat
"Nice system, very reliable, never had a trouble..even in a peak hour!",5,2015-10-30T13:38:29.000Z,nice system very reliable never had a trouble even in a peak hour
Saved me lots of money using this app.,5,2016-05-27T12:19:29.000Z,saved me lots of money using this app
Always enjoy with grab.,5,2016-09-04T08:40:51.000Z,always enjoy with grab
One of the best taxi booking apps,5,2014-12-24T23:30:38.000Z,one of the best taxi booking apps
Thanks.. Keep it up. Hope next update will include the name of the taxi.,5,2015-06-05T02:32:50.000Z,thanks keep it up hope next update will include the name of the taxi
Quezon city,4,2015-05-20T09:21:14.000Z,quezon city
A cab when u need one,5,2014-12-28T00:18:57.000Z,a cab when u need one
"Wajib dicoba, dan rasakan kemudahannya...hehehee",5,2015-05-04T16:49:51.000Z,wajib dicoba dan rasakan kemudahannya hehehee
GiÃ¡ quÃ¡ cao,1,2016-01-09T06:06:15.000Z,gi qu cao
"Valuable app, but like any other there is always room for improvement.",4,2015-07-05T07:19:15.000Z,valuable app but like any other there is always room for improvement
"Just a few minutes, I got my biker and he drove me to the right route. The price was awesome. I love it. Hope to use it more!",5,2016-07-29T15:43:06.000Z,just a few minutes i got my biker and he drove me to the right route the price was awesome i love it hope to use it more
taxis in lapu lapu city do not respond even if they are nearby and no load..,1,2014-12-17T09:50:33.000Z,taxis in lapu lapu city do not respond even if they are nearby and no load
Their customer service was very helpful in solving my cancellation issue.,5,2016-10-07T01:34:38.000Z,their customer service was very helpful in solving my cancellation issue
Hebat responsnya,5,2016-09-19T06:30:11.000Z,hebat responsnya
Memuaskan pelayanannya ðŸ‘,5,2016-10-19T00:15:19.000Z,memuaskan pelayanannya
The best online gojek,5,2016-10-25T11:04:08.000Z,the best online gojek
Fast and friendly service. Hassle free.,5,2015-10-24T12:45:34.000Z,fast and friendly service hassle free
Very helpful but sometimes there is still glitch,4,2015-07-15T11:42:07.000Z,very helpful but sometimes there is still glitch
"Safe,  efficient and reliable",5,2014-01-17T03:13:42.000Z,safe efficient and reliable
This app makes my life easier :),5,2016-06-22T17:44:15.000Z,this app makes my life easier
I have so many options for a ride! All the drivers are also nice and polite. Thank you!,5,2015-08-12T02:58:48.000Z,i have so many options for a ride all the drivers are also nice and polite thank you
Taxi boking,5,2015-03-18T18:26:16.000Z,taxi boking
"Tiap naik Grabbike selalu Gak ada Kembalian...!! Mau narik tapi gk modal , buat apa? Sya slalu nukerin dlu am org baru bisa bayar,, sangat sangat payah, udh puluhan kali saya naik paling 1-2 org sja yang sedia kembalian, tdk memuaskan...",1,2016-08-22T07:32:59.000Z,tiap naik grabbike selalu gak ada kembalian mau narik tapi gk modal buat apa sya slalu nukerin dlu am org baru bisa bayar sangat sangat payah udh puluhan kali saya naik paling 1 2 org sja yang sedia kembalian tdk memuaskan
Safest way to commute!!,5,2016-10-18T22:01:03.000Z,safest way to commute
No limit,5,2016-11-12T18:03:29.000Z,no limit
promo PAKEGRAB oke banget,5,2016-04-19T14:50:17.000Z,promo pakegrab oke banget
Even when there's internet it says no connection..also there's a drop off point but it is still asking for the location .,1,2016-02-13T05:54:10.000Z,even when there s internet it says no connection also there s a drop off point but it is still asking for the location
Hello hi,5,2015-04-13T05:28:12.000Z,hello hi
"Mengapa ketika saya pesan, harganya 53k ...dan sesampai ditujuan menjadi 72k?",1,2016-02-10T09:58:46.000Z,mengapa ketika saya pesan harganya 53k dan sesampai ditujuan menjadi 72k
Norton stated that Grab Taxi is sharing my contact list.  This is not right.   such an unethical company.  i will uninstall these dirty app.  it doesn't even deserve a star.,1,2015-12-08T15:09:34.000Z,norton stated that grab taxi is sharing my contact list this is not right such an unethical company i will uninstall these dirty app it doesn t even deserve a star
"With the discount program I got very cheap rate, only 46k from cilandak to tanjung priok, thanks Grabcar ;)",5,2016-10-12T10:29:33.000Z,with the discount program i got very cheap rate only 46k from cilandak to tanjung priok thanks grabcar
Waley kwayta etitz,3,2016-01-27T09:18:21.000Z,waley kwayta etitz
It was really a great help when you are looking for a taxi.,5,2013-12-20T16:14:13.000Z,it was really a great help when you are looking for a taxi
Kindly improve your list of destination/s. Most of it are missing in the list.,3,2015-06-10T01:04:34.000Z,kindly improve your list of destination s most of it are missing in the list
Blocked for suspicious act,1,2016-01-28T22:22:58.000Z,blocked for suspicious act
Easy to book n track taxi arrival,5,2014-05-17T11:28:01.000Z,easy to book n track taxi arrival
Helpful banget sekarang Grab!!,5,2016-11-12T06:44:05.000Z,helpful banget sekarang grab
Good app with cool promtion code. Thank you,5,2014-12-28T10:36:42.000Z,good app with cool promtion code thank you
"Couldn't find a taxi, downloaded the app. The app found the closest taxi based on my location, and gave me the taxi driver's number to call.",5,2014-03-03T04:59:35.000Z,couldn t find a taxi downloaded the app the app found the closest taxi based on my location and gave me the taxi driver s number to call
"The drivers from grabcar are polite, first time i tried and i really enjoyed it. Kuya Jobel Uga is such a good driver. Keep up the great work kuya. God will bless you for doing such an outstanding job. :)",5,2015-09-07T03:35:53.000Z,the drivers from grabcar are polite first time i tried and i really enjoyed it kuya jobel uga is such a good driver keep up the great work kuya god will bless you for doing such an outstanding job
"kalo bepergian ke kota besar, have to have pokoknya",5,2016-07-15T07:37:32.000Z,kalo bepergian ke kota besar have to have pokoknya
"Gk Bisa d cancel pdahal yg minta cancel itu drivenya, udah d cancel drivernya tpi ttap gk bisa order yg bru lgi. Gmna sih?",1,2016-09-26T01:26:37.000Z,gk bisa d cancel pdahal yg minta cancel itu drivenya udah d cancel drivernya tpi ttap gk bisa order yg bru lgi gmna sih
"Tried to set it up,no luck. Tried to txt support, after you type then you can't hit send,tried to call and they didn't speak English so the clown hung up. Just use Uber",1,2016-09-17T08:39:21.000Z,tried to set it up no luck tried to txt support after you type then you can t hit send tried to call and they didn t speak english so the clown hung up just use uber
Good service in Surabaya,5,2015-06-01T05:10:22.000Z,good service in surabaya
Fastest apps to get a taxi in Singapore!,5,2015-02-07T11:32:01.000Z,fastest apps to get a taxi in singapore
Finally grabtaxi happened to me. Magaan sa bulsa for just 4.50 hehe. my average fare everyday. Thank you for the big savings,5,2015-03-27T10:53:43.000Z,finally grabtaxi happened to me magaan sa bulsa for just 4 50 hehe my average fare everyday thank you for the big savings
Saya pernah coba pakai.. saran untuk promo tidak hanya di jkt saja tp di jabodetabek juga.. terimakasih^^,5,2015-08-18T10:34:40.000Z,saya pernah coba pakai saran untuk promo tidak hanya di jkt saja tp di jabodetabek juga terimakasih
"Saya pesan Grab Car 4x dari daerah Simprug ke Halim gak ada yg respon, mungkin krn murah atau gimana. Kenapa? Trus waktu saya ubah Grab Taksi, drivernya gak mau nyamperin saya, justru saya yg disuruh ke arah mobilnya (alesannya krn harus putar balik...) KENAPA?",2,2015-11-06T09:33:03.000Z,saya pesan grab car 4x dari daerah simprug ke halim gak ada yg respon mungkin krn murah atau gimana kenapa trus waktu saya ubah grab taksi drivernya gak mau nyamperin saya justru saya yg disuruh ke arah mobilnya alesannya krn harus putar balik kenapa
Really Helpful and hassle free!,5,2015-08-08T08:41:24.000Z,really helpful and hassle free
Drivers complain that they only see the destination of the passengers and not the pick up point.,3,2016-10-05T03:49:03.000Z,drivers complain that they only see the destination of the passengers and not the pick up point
"Need to be able to rate drivers, one said it would be 5 min and took 30 min. This affected my meetings and had to find alternate transport.",3,2014-05-22T01:03:42.000Z,need to be able to rate drivers one said it would be 5 min and took 30 min this affected my meetings and had to find alternate transport
Take too little time to get a taxi.,5,2015-01-30T20:06:13.000Z,take too little time to get a taxi
Good.pelayanan nya bagus sekali,5,2015-11-26T23:20:11.000Z,good pelayanan nya bagus sekali
This is a very useful app :) i enjoy grabcar and grabtaxi ! .. Very safe and fast :),5,2015-07-19T03:41:01.000Z,this is a very useful app i enjoy grabcar and grabtaxi very safe and fast
Smile and the world smile at u frown and u frown alone,3,2016-08-29T15:39:18.000Z,smile and the world smile at u frown and u frown alone
Convenient n a must have app,4,2014-12-18T16:32:28.000Z,convenient n a must have app
It is good app.,5,2015-05-15T01:11:08.000Z,it is good app
"Had a very polite driver and mindful of the routes during traffic.. Hope you can add a feature where we can mark the driver as favorite so next time we use your app, we can request for that specific car/driver again.",5,2016-03-10T15:30:57.000Z,had a very polite driver and mindful of the routes during traffic hope you can add a feature where we can mark the driver as favorite so next time we use your app we can request for that specific car driver again
The taxi booking went smoothly with no problem. Gps working perfectly not like other application.,5,2014-07-20T05:15:45.000Z,the taxi booking went smoothly with no problem gps working perfectly not like other application
Always give promotion and quick service,5,2016-10-31T09:35:36.000Z,always give promotion and quick service
much better than the competitor,5,2016-03-30T00:13:34.000Z,much better than the competitor
Semua malas nak ambik,1,2016-07-17T08:52:52.000Z,semua malas nak ambik
Good aplication & service,5,2016-06-29T06:07:58.000Z,good aplication service
"Sudah banyak saya mendengar keluahan2 para driver grab, yang mana grab selaku operator online transportasi secara sepihak mensuspend para drivernya tanpa alasan yang jelas dan itu adalah perbuatan anarkis dan otoriter",1,2016-09-24T08:19:40.000Z,sudah banyak saya mendengar keluahan2 para driver grab yang mana grab selaku operator online transportasi secara sepihak mensuspend para drivernya tanpa alasan yang jelas dan itu adalah perbuatan anarkis dan otoriter
WORST APP EVER.Wont even work,1,2015-03-01T00:48:54.000Z,worst app ever wont even work
Fast booking. A little pricy even if short distance.,5,2016-04-12T10:33:38.000Z,fast booking a little pricy even if short distance
Pertahankan akurasi lokasi penjemputan dan lokasi tujuan.,5,2016-07-27T11:56:05.000Z,pertahankan akurasi lokasi penjemputan dan lokasi tujuan
"Pelayanan ramah,aman,nyaman tepat waktu.membantu saya & keluarga pergi kmana2..terima kasih ^^",5,2016-03-27T08:05:57.000Z,pelayanan ramah aman nyaman tepat waktu membantu saya keluarga pergi kmana2 terima kasih
Very easy and convinient..,5,2016-11-21T05:19:06.000Z,very easy and convinient
"Certainly a wonderful idea.  After walking about 8mins to get to the taxi that parked and waited for me at the WRONG gate, he cancelled the booking.  Wouldn't blame him, but we could all benefit if we can opt in to let them see exactly where we are, as we can see them.",4,2014-03-13T10:21:09.000Z,certainly a wonderful idea after walking about 8mins to get to the taxi that parked and waited for me at the wrong gate he cancelled the booking wouldn t blame him but we could all benefit if we can opt in to let them see exactly where we are as we can see them
"So convenient, Use it more often incase I'm in a rush to school. Love the app, so far no laggy or anything but make detect taxi more bc sometimes its rly hard. So far all the taxi drivers are friendly too!!!",5,2015-07-04T06:23:59.000Z,so convenient use it more often incase i m in a rush to school love the app so far no laggy or anything but make detect taxi more bc sometimes its rly hard so far all the taxi drivers are friendly too
Updates are meant to improve your application's performace. But not in your case!!! Right after the update the only thing the improves is your Logo! Can't even find my location both with my Note 4 and my wife's note 5! A bull crap type of update!,1,2016-01-31T20:35:20.000Z,updates are meant to improve your application s performace but not in your case right after the update the only thing the improves is your logo can t even find my location both with my note 4 and my wife s note 5 a bull crap type of update
Easy & fast respon,5,2016-08-15T13:24:57.000Z,easy fast respon
I booked TXX 406 Ricardo Banban and was told to wait 5 minutes at Chinese General Hospital. After 2 taxis and almost 20minutes he still hasn't arrived. My mom who just underwent chemotherapy wanted to go home. I tried calling the driver but the number cannot be reached. I can't cancel the booking because his number is invalid. So I just got the third taxi that arrived. After 2 minutes the driver arrived.,1,2014-01-27T09:58:18.000Z,i booked txx 406 ricardo banban and was told to wait 5 minutes at chinese general hospital after 2 taxis and almost 20minutes he still hasn t arrived my mom who just underwent chemotherapy wanted to go home i tried calling the driver but the number cannot be reached i can t cancel the booking because his number is invalid so i just got the third taxi that arrived after 2 minutes the driver arrived
"I don't know why!  In last 30 times I booked hitch,  I got hitch assigned only once.",3,2016-08-14T08:00:20.000Z,i don t know why in last 30 times i booked hitch i got hitch assigned only once
Works well! Very happy with this app,5,2015-02-21T13:37:47.000Z,works well very happy with this app
"It's the efficient,safe,fastest way to go everywhere in the central city as jakarta",5,2016-06-01T09:15:07.000Z,it s the efficient safe fastest way to go everywhere in the central city as jakarta
Oke euy,5,2015-01-17T01:51:29.000Z,oke euy
"No transparency for insentif, I'm quit from grab",1,2016-11-14T14:59:53.000Z,no transparency for insentif i m quit from grab
New app sucks ! Can't find me a driver for both sedan and cab :/,1,2016-02-12T15:16:23.000Z,new app sucks can t find me a driver for both sedan and cab
They freaking changed the default to a private car. Scam scam scam.,1,2015-07-07T22:45:10.000Z,they freaking changed the default to a private car scam scam scam
"Bagus, klo buat advance booking gimana ya? Saya mau booking grabcar tp bukan buat sekarang gmn ya?",4,2016-03-20T15:06:20.000Z,bagus klo buat advance booking gimana ya saya mau booking grabcar tp bukan buat sekarang gmn ya
Convenient anywhere anytime..,5,2016-05-31T13:24:06.000Z,convenient anywhere anytime
Bad connection and some of drivers cheating in the application,2,2015-08-04T10:11:57.000Z,bad connection and some of drivers cheating in the application
"Great app, great service from the drivers, and extreemly helpful",5,2016-04-01T03:09:18.000Z,great app great service from the drivers and extreemly helpful
The P70 booking fee is a bit too steep. I would definitely opt for this kind of service if it was P30 or lower.,3,2013-07-19T01:55:04.000Z,the p70 booking fee is a bit too steep i would definitely opt for this kind of service if it was p30 or lower
I LOVE THE APP IT IS RECOMENDED FOR FOREIGNERS AND LOCAL. I LOVE UBER'S SEDAN DRIVERS ARE NICE AND VERY ACCOMODATING.,5,2016-02-26T00:48:43.000Z,i love the app it is recomended for foreigners and local i love uber s sedan drivers are nice and very accomodating
Nice solutions,4,2016-07-22T00:14:11.000Z,nice solutions
It stopped  working after the update...  Error in connection even if I'm connected to the WiFi...,1,2016-02-06T09:24:26.000Z,it stopped working after the update error in connection even if i m connected to the wifi
The service is fast and convenient anywhere..,5,2015-08-24T04:22:54.000Z,the service is fast and convenient anywhere
add features food ordering please:(,4,2016-10-28T11:41:43.000Z,add features food ordering please
TECHNOLOGIES THIS DAYS SO DAMN GOOD!,5,2015-08-27T16:57:51.000Z,technologies this days so damn good
Para dili na mangita ug taxi Mao nga mag Grab taxi nlang.,4,2016-05-17T03:11:43.000Z,para dili na mangita ug taxi mao nga mag grab taxi nlang
This app made easy and convinient for me to ride. To the fact that im a newbie in some place that this app was available.. thank you Grab!!!,5,2015-07-21T14:19:47.000Z,this app made easy and convinient for me to ride to the fact that im a newbie in some place that this app was available thank you grab
Great app that helps us if we need a ride,5,2016-03-27T15:06:39.000Z,great app that helps us if we need a ride
"I always get bikers that are far away from the pick up location, very inconvenient when you're in a hurry. I can't even set up the exact pick up location so it is difficult for the driver to find me.",2,2016-03-16T15:05:22.000Z,i always get bikers that are far away from the pick up location very inconvenient when you re in a hurry i can t even set up the exact pick up location so it is difficult for the driver to find me
hard to book,3,2016-09-29T07:42:51.000Z,hard to book
"Solid app, great experience.",4,2015-07-29T09:48:28.000Z,solid app great experience
"Good app, but in times of promotion, please show the fees we have to pay :)",4,2015-06-17T14:49:12.000Z,good app but in times of promotion please show the fees we have to pay
Very helpful and nice innovation,5,2016-11-03T20:14:54.000Z,very helpful and nice innovation
Convenient and is always the best choice to select grabcar,5,2016-09-16T01:49:38.000Z,convenient and is always the best choice to select grabcar
"everywhere, everyday its very convenient",4,2016-02-18T01:41:15.000Z,everywhere everyday its very convenient
"Saya naik Grab Bike 9km.. Di situ di tulis per km nya IDR 1.500,- minimal IDR 10.000,-. Harusnya jadi IDR 13.500,- donk, kok harus bayar IDR 19.000,- padahal bukan di jam sibuk. Beri penjelasan donk",1,2016-03-14T16:42:39.000Z,saya naik grab bike 9km di situ di tulis per km nya idr 1 500 minimal idr 10 000 harusnya jadi idr 13 500 donk kok harus bayar idr 19 000 padahal bukan di jam sibuk beri penjelasan donk
"Keren,banyak promosi",5,2016-11-10T09:13:24.000Z,keren banyak promosi
"Dua bln yg lalu saya update OS lenovo a7000 saya menjadi v6.0 marshmallow, setelah saya berhasil update applikasi grab, aplikasi tsb tidak dpt dibuka ""unfortunately, grab has stopped"", mohon solusinya? Krn saya rajin pakai app ini.",2,2016-05-16T04:03:53.000Z,dua bln yg lalu saya update os lenovo a7000 saya menjadi v6 0 marshmallow setelah saya berhasil update applikasi grab aplikasi tsb tidak dpt dibuka unfortunately grab has stopped mohon solusinya krn saya rajin pakai app ini
Problem with your GPS. It doesn't show the exact location. Try to improve it's accuracy,5,2016-10-14T02:18:44.000Z,problem with your gps it doesn t show the exact location try to improve it s accuracy
"I love to use grab for my travelling in jakarta because it does easy for me to travel anywhere. Please recruit again the new driver, because i always difficult to get the grab,especially grab bike and grab car on the peak hours. Thanks grab",5,2016-01-31T08:57:31.000Z,i love to use grab for my travelling in jakarta because it does easy for me to travel anywhere please recruit again the new driver because i always difficult to get the grab especially grab bike and grab car on the peak hours thanks grab
Rarely error but really disturbing,3,2016-11-03T08:49:30.000Z,rarely error but really disturbing
Life changing,5,2016-07-19T03:07:57.000Z,life changing
awesome apps! no need to wait for taxi and argue with drivers... so safe and very efficient  drivers are friendly  and courteous.  thanks to grabtaxi apps...,5,2015-07-15T19:11:17.000Z,awesome apps no need to wait for taxi and argue with drivers so safe and very efficient drivers are friendly and courteous thanks to grabtaxi apps
SAAT DIPESAN HARGA NAIK 3 KALI LIPAT !!!,1,2016-05-28T05:32:34.000Z,saat dipesan harga naik 3 kali lipat
I can't open the app and my phone suddenly reboot.,1,2016-10-03T12:55:53.000Z,i can t open the app and my phone suddenly reboot
